node_type,x(m),y(m),RSSI,SINR,obss/pd,throughput
0,72.2472,54.1854,20,10000,-63,40.47
1,78.9597,52.1221,-56.97,31.57,-63,40.47
0,72.2472,54.1854,20,10000,-64,41.02
1,78.9597,52.1221,-73.97,31.53,-64,41.02
0,72.2472,54.1854,20,10000,-65,43
1,78.9597,52.1221,-72.97,31.62,-65,43
0,72.2472,54.1854,20,10000,-66,24.68
1,78.9597,52.1221,-56.97,29.07,-66,24.68
0,72.2472,54.1854,20,10000,-67,22.64
1,78.9597,52.1221,-56.97,29.01,-67,22.64
0,72.2472,54.1854,20,10000,-68,16.36
1,78.9597,52.1221,-56.97,27.27,-68,16.36
0,72.2472,54.1854,20,10000,-69,16.36
1,78.9597,52.1221,-56.97,27.33,-69,16.36
0,72.2472,54.1854,20,10000,-70,16.36
1,78.9597,52.1221,-56.97,27.4,-70,16.36
0,72.2472,54.1854,20,10000,-71,16.36
1,78.9597,52.1221,-56.97,27.48,-71,16.36
0,72.2472,54.1854,20,10000,-72,16.36
1,78.9597,52.1221,-56.97,27.59,-72,16.36
0,72.2472,54.1854,20,10000,-73,36.54
1,78.9597,52.1221,-56.97,30.84,-73,36.54
0,72.2472,54.1854,20,10000,-74,63.17
1,78.9597,52.1221,-56.97,30.42,-74,63.17
0,72.2472,54.1854,20,10000,-75,63.17
1,78.9597,52.1221,-56.97,30.5,-75,63.17
0,72.2472,54.1854,20,10000,-76,66.81
1,78.9597,52.1221,-61.97,31.54,-76,66.81
0,72.2472,54.1854,20,10000,-77,48.3
1,78.9597,52.1221,-56.97,31.48,-77,48.3
0,72.2472,54.1854,20,10000,-78,48.3
1,78.9597,52.1221,-56.97,31.57,-78,48.3
0,72.2472,54.1854,20,10000,-79,71.02
1,78.9597,52.1221,-58.97,30.89,-79,71.02
0,72.2472,54.1854,20,10000,-80,71.02
1,78.9597,52.1221,-57.97,31.22,-80,71.02
0,72.2472,54.1854,20,10000,-81,68.59
1,78.9597,52.1221,-56.97,31.92,-81,68.59
0,72.2472,54.1854,20,10000,-82,62.75
1,78.9597,52.1221,-56.97,31.99,-82,62.75
0,60.498,45.3735,20,10000,-62,6.4
1,55.6049,46.7772,-52.6,22.46,-62,6.4
0,60.498,45.3735,20,10000,-63,2.76
1,55.6049,46.7772,-70.6,21.82,-63,2.76
0,60.498,45.3735,20,10000,-64,3.18
1,55.6049,46.7772,-69.6,22.63,-64,3.18
0,60.498,45.3735,20,10000,-65,1.12
1,55.6049,46.7772,-68.6,18.91,-65,1.12
0,60.498,45.3735,20,10000,-66,2.4
1,55.6049,46.7772,-67.6,16.79,-66,2.4
0,60.498,45.3735,20,10000,-67,4.04
1,55.6049,46.7772,-52.6,20.66,-67,4.04
0,60.498,45.3735,20,10000,-68,2.62
1,55.6049,46.7772,-65.6,19.77,-68,2.62
0,60.498,45.3735,20,10000,-69,3.03
1,55.6049,46.7772,-64.6,19.59,-69,3.03
0,60.498,45.3735,20,10000,-70,2.86
1,55.6049,46.7772,-63.6,20.05,-70,2.86
0,60.498,45.3735,20,10000,-71,2.84
1,55.6049,46.7772,-62.6,17.58,-71,2.84
0,60.498,45.3735,20,10000,-72,1.89
1,55.6049,46.7772,-61.6,12.35,-72,1.89
0,60.498,45.3735,20,10000,-73,2.65
1,55.6049,46.7772,-52.6,12.03,-73,2.65
0,60.498,45.3735,20,10000,-74,1.59
1,55.6049,46.7772,-59.6,15.07,-74,1.59
0,60.498,45.3735,20,10000,-75,1.87
1,55.6049,46.7772,-58.6,15.25,-75,1.87
0,60.498,45.3735,20,10000,-76,0.51
1,55.6049,46.7772,-57.6,6.84,-76,0.51
0,60.498,45.3735,20,10000,-77,0.16
1,55.6049,46.7772,-52.6,22.44,-77,0.16
0,60.498,45.3735,20,10000,-78,0.16
1,55.6049,46.7772,-52.6,22.44,-78,0.16
0,60.498,45.3735,20,10000,-79,0.16
1,55.6049,46.7772,-52.6,22.44,-79,0.16
0,60.498,45.3735,20,10000,-80,0.41
1,55.6049,46.7772,-52.6,9.3,-80,0.41
0,60.498,45.3735,20,10000,-81,0.41
1,55.6049,46.7772,-52.6,9.3,-81,0.41
0,60.498,45.3735,20,10000,-82,0.41
1,55.6049,46.7772,-52.6,9.3,-82,0.41
0,63.6173,47.713,20,10000,-62,59.44
1,54.6922,43.8406,-61.97,28.62,-62,59.44
0,63.6173,47.713,20,10000,-63,59.44
1,54.6922,43.8406,-61.97,28.62,-63,59.44
0,63.6173,47.713,20,10000,-64,59.44
1,54.6922,43.8406,-61.97,28.62,-64,59.44
0,63.6173,47.713,20,10000,-65,59.44
1,54.6922,43.8406,-61.97,28.62,-65,59.44
0,63.6173,47.713,20,10000,-66,59.44
1,54.6922,43.8406,-61.97,28.62,-66,59.44
0,63.6173,47.713,20,10000,-67,59.44
1,54.6922,43.8406,-61.97,28.62,-67,59.44
0,63.6173,47.713,20,10000,-68,59.44
1,54.6922,43.8406,-61.97,28.62,-68,59.44
0,63.6173,47.713,20,10000,-69,59.44
1,54.6922,43.8406,-61.97,28.62,-69,59.44
0,63.6173,47.713,20,10000,-70,59.44
1,54.6922,43.8406,-61.97,28.62,-70,59.44
0,63.6173,47.713,20,10000,-71,59.44
1,54.6922,43.8406,-61.97,28.62,-71,59.44
0,63.6173,47.713,20,10000,-72,59.44
1,54.6922,43.8406,-61.97,28.62,-72,59.44
0,63.6173,47.713,20,10000,-73,59.44
1,54.6922,43.8406,-61.97,28.62,-73,59.44
0,63.6173,47.713,20,10000,-74,59.44
1,54.6922,43.8406,-61.97,28.62,-74,59.44
0,63.6173,47.713,20,10000,-75,59.44
1,54.6922,43.8406,-61.97,28.62,-75,59.44
0,63.6173,47.713,20,10000,-76,59.44
1,54.6922,43.8406,-61.97,28.62,-76,59.44
0,63.6173,47.713,20,10000,-77,59.44
1,54.6922,43.8406,-61.97,28.62,-77,59.44
0,63.6173,47.713,20,10000,-78,59.44
1,54.6922,43.8406,-61.97,28.62,-78,59.44
0,63.6173,47.713,20,10000,-79,59.44
1,54.6922,43.8406,-61.97,28.62,-79,59.44
0,63.6173,47.713,20,10000,-80,59.44
1,54.6922,43.8406,-61.97,28.62,-80,59.44
0,63.6173,47.713,20,10000,-81,59.44
1,54.6922,43.8406,-61.97,28.62,-81,59.44
0,63.6173,47.713,20,10000,-82,59.44
1,54.6922,43.8406,-61.97,28.62,-82,59.44
0,40.5495,30.4121,20,10000,-62,59.47
1,41.667,21.202,-61.2,32.62,-62,59.47
0,40.5495,30.4121,20,10000,-63,59.47
1,41.667,21.202,-61.2,32.62,-63,59.47
0,40.5495,30.4121,20,10000,-64,59.47
1,41.667,21.202,-61.2,32.62,-64,59.47
0,40.5495,30.4121,20,10000,-65,59.47
1,41.667,21.202,-61.2,32.62,-65,59.47
0,40.5495,30.4121,20,10000,-66,59.47
1,41.667,21.202,-61.2,32.62,-66,59.47
0,40.5495,30.4121,20,10000,-67,59.47
1,41.667,21.202,-61.2,32.62,-67,59.47
0,40.5495,30.4121,20,10000,-68,59.47
1,41.667,21.202,-61.2,32.62,-68,59.47
0,40.5495,30.4121,20,10000,-69,59.47
1,41.667,21.202,-61.2,32.62,-69,59.47
0,40.5495,30.4121,20,10000,-70,59.47
1,41.667,21.202,-61.2,32.62,-70,59.47
0,40.5495,30.4121,20,10000,-71,59.47
1,41.667,21.202,-61.2,32.62,-71,59.47
0,40.5495,30.4121,20,10000,-72,59.47
1,41.667,21.202,-61.2,32.62,-72,59.47
0,40.5495,30.4121,20,10000,-73,59.47
1,41.667,21.202,-61.2,32.62,-73,59.47
0,40.5495,30.4121,20,10000,-74,59.47
1,41.667,21.202,-61.2,32.62,-74,59.47
0,40.5495,30.4121,20,10000,-75,59.47
1,41.667,21.202,-61.2,32.62,-75,59.47
0,40.5495,30.4121,20,10000,-76,59.47
1,41.667,21.202,-61.2,32.62,-76,59.47
0,40.5495,30.4121,20,10000,-77,59.47
1,41.667,21.202,-61.2,32.62,-77,59.47
0,40.5495,30.4121,20,10000,-78,59.47
1,41.667,21.202,-61.2,32.62,-78,59.47
0,40.5495,30.4121,20,10000,-79,59.47
1,41.667,21.202,-61.2,32.62,-79,59.47
0,40.5495,30.4121,20,10000,-80,59.47
1,41.667,21.202,-61.2,32.62,-80,59.47
0,40.5495,30.4121,20,10000,-81,59.47
1,41.667,21.202,-61.2,32.62,-81,59.47
0,40.5495,30.4121,20,10000,-82,59.47
1,41.667,21.202,-61.2,32.62,-82,59.47
0,36.569,27.4267,20,10000,-62,78.34
1,34.1771,34.2207,-57.34,33.92,-62,78.34
0,36.569,27.4267,20,10000,-63,78.34
1,34.1771,34.2207,-57.34,33.92,-63,78.34
0,36.569,27.4267,20,10000,-64,78.34
1,34.1771,34.2207,-57.34,33.92,-64,78.34
0,36.569,27.4267,20,10000,-65,78.34
1,34.1771,34.2207,-57.34,33.92,-65,78.34
0,36.569,27.4267,20,10000,-66,78.34
1,34.1771,34.2207,-57.34,33.92,-66,78.34
0,36.569,27.4267,20,10000,-67,78.34
1,34.1771,34.2207,-57.34,33.92,-67,78.34
0,36.569,27.4267,20,10000,-68,78.34
1,34.1771,34.2207,-57.34,33.92,-68,78.34
0,36.569,27.4267,20,10000,-69,77.84
1,34.1771,34.2207,-57.34,31.15,-69,77.84
0,36.569,27.4267,20,10000,-70,78.48
1,34.1771,34.2207,-57.34,33.89,-70,78.48
0,36.569,27.4267,20,10000,-71,78.48
1,34.1771,34.2207,-57.34,33.89,-71,78.48
0,36.569,27.4267,20,10000,-72,78.48
1,34.1771,34.2207,-57.34,33.89,-72,78.48
0,36.569,27.4267,20,10000,-73,78.25
1,34.1771,34.2207,-57.34,32.25,-73,78.25
0,36.569,27.4267,20,10000,-74,78.35
1,34.1771,34.2207,-57.34,33.99,-74,78.35
0,36.569,27.4267,20,10000,-75,78.51
1,34.1771,34.2207,-57.34,33,-75,78.51
0,36.569,27.4267,20,10000,-76,78.39
1,34.1771,34.2207,-57.34,29.14,-76,78.39
0,36.569,27.4267,20,10000,-77,78.48
1,34.1771,34.2207,-57.34,31.22,-77,78.48
0,36.569,27.4267,20,10000,-78,78.48
1,34.1771,34.2207,-57.34,31.22,-78,78.48
0,36.569,27.4267,20,10000,-79,78.48
1,34.1771,34.2207,-57.34,31.22,-79,78.48
0,36.569,27.4267,20,10000,-80,78.48
1,34.1771,34.2207,-57.34,30.84,-80,78.48
0,36.569,27.4267,20,10000,-81,78.48
1,34.1771,34.2207,-57.34,30.84,-81,78.48
0,36.569,27.4267,20,10000,-82,78.48
1,34.1771,34.2207,-57.34,30.84,-82,78.48
0,15.7057,11.7793,20,10000,-62,17.87
1,7.9935,15.1215,-78.65,34.3,-62,17.87
0,15.7057,11.7793,20,10000,-63,17.87
1,7.9935,15.1215,-77.65,34.3,-63,17.87
0,15.7057,11.7793,20,10000,-64,17.89
1,7.9935,15.1215,-76.65,34.3,-64,17.89
0,15.7057,11.7793,20,10000,-65,17.89
1,7.9935,15.1215,-75.65,34.31,-65,17.89
0,15.7057,11.7793,20,10000,-66,17.89
1,7.9935,15.1215,-74.65,34.31,-66,17.89
0,15.7057,11.7793,20,10000,-67,17.92
1,7.9935,15.1215,-73.65,34.31,-67,17.92
0,15.7057,11.7793,20,10000,-68,17.92
1,7.9935,15.1215,-72.65,34.31,-68,17.92
0,15.7057,11.7793,20,10000,-69,17.92
1,7.9935,15.1215,-71.65,34.31,-69,17.92
0,15.7057,11.7793,20,10000,-70,17.74
1,7.9935,15.1215,-70.65,34.64,-70,17.74
0,15.7057,11.7793,20,10000,-71,15.56
1,7.9935,15.1215,-59.65,34.57,-71,15.56
0,15.7057,11.7793,20,10000,-72,17.52
1,7.9935,15.1215,-68.65,35.1,-72,17.52
0,15.7057,11.7793,20,10000,-73,19.05
1,7.9935,15.1215,-67.65,34.77,-73,19.05
0,15.7057,11.7793,20,10000,-74,18.18
1,7.9935,15.1215,-59.65,34.65,-74,18.18
0,15.7057,11.7793,20,10000,-75,13.98
1,7.9935,15.1215,-59.65,34.61,-75,13.98
0,15.7057,11.7793,20,10000,-76,13.98
1,7.9935,15.1215,-59.65,34.61,-76,13.98
0,15.7057,11.7793,20,10000,-77,13.98
1,7.9935,15.1215,-59.65,34.61,-77,13.98
0,15.7057,11.7793,20,10000,-78,13.98
1,7.9935,15.1215,-59.65,34.61,-78,13.98
0,15.7057,11.7793,20,10000,-79,13.98
1,7.9935,15.1215,-59.65,34.61,-79,13.98
0,15.7057,11.7793,20,10000,-80,13.98
1,7.9935,15.1215,-59.65,34.61,-80,13.98
0,15.7057,11.7793,20,10000,-81,8.57
1,7.9935,15.1215,-59.65,34.5,-81,8.57
0,15.7057,11.7793,20,10000,-82,8.57
1,7.9935,15.1215,-59.65,34.5,-82,8.57
0,76.8053,57.604,20,10000,-62,110.35
1,78.6429,61.6956,-51.01,42.56,-62,110.35
0,76.8053,57.604,20,10000,-63,110.35
1,78.6429,61.6956,-51.01,42.56,-63,110.35
0,76.8053,57.604,20,10000,-64,110.35
1,78.6429,61.6956,-51.01,42.56,-64,110.35
0,76.8053,57.604,20,10000,-65,110.35
1,78.6429,61.6956,-51.01,42.56,-65,110.35
0,76.8053,57.604,20,10000,-66,110.35
1,78.6429,61.6956,-51.01,42.56,-66,110.35
0,76.8053,57.604,20,10000,-67,110.35
1,78.6429,61.6956,-51.01,42.56,-67,110.35
0,76.8053,57.604,20,10000,-68,110.35
1,78.6429,61.6956,-51.01,42.56,-68,110.35
0,76.8053,57.604,20,10000,-69,110.35
1,78.6429,61.6956,-51.01,42.56,-69,110.35
0,76.8053,57.604,20,10000,-70,110.35
1,78.6429,61.6956,-51.01,42.56,-70,110.35
0,76.8053,57.604,20,10000,-71,110.35
1,78.6429,61.6956,-51.01,42.56,-71,110.35
0,76.8053,57.604,20,10000,-72,110.35
1,78.6429,61.6956,-51.01,42.56,-72,110.35
0,76.8053,57.604,20,10000,-73,110.35
1,78.6429,61.6956,-51.01,42.56,-73,110.35
0,76.8053,57.604,20,10000,-74,110.35
1,78.6429,61.6956,-51.01,42.56,-74,110.35
0,76.8053,57.604,20,10000,-75,110.35
1,78.6429,61.6956,-51.01,42.56,-75,110.35
0,76.8053,57.604,20,10000,-76,110.35
1,78.6429,61.6956,-51.01,42.56,-76,110.35
0,76.8053,57.604,20,10000,-77,110.35
1,78.6429,61.6956,-51.01,42.56,-77,110.35
0,76.8053,57.604,20,10000,-78,110.35
1,78.6429,61.6956,-51.01,42.56,-78,110.35
0,76.8053,57.604,20,10000,-79,110.35
1,78.6429,61.6956,-51.01,42.56,-79,110.35
0,76.8053,57.604,20,10000,-80,110.35
1,78.6429,61.6956,-51.01,42.56,-80,110.35
0,76.8053,57.604,20,10000,-81,110.35
1,78.6429,61.6956,-51.01,42.56,-81,110.35
0,76.8053,57.604,20,10000,-82,110.35
1,78.6429,61.6956,-51.01,42.56,-82,110.35
0,19.9153,14.9365,20,10000,-62,88.15
1,13.4049,17.2699,-56.75,35.6,-62,88.15
0,19.9153,14.9365,20,10000,-63,88.15
1,13.4049,17.2699,-56.75,35.6,-63,88.15
0,19.9153,14.9365,20,10000,-64,88.15
1,13.4049,17.2699,-56.75,35.6,-64,88.15
0,19.9153,14.9365,20,10000,-65,88.15
1,13.4049,17.2699,-56.75,35.6,-65,88.15
0,19.9153,14.9365,20,10000,-66,88.15
1,13.4049,17.2699,-56.75,35.6,-66,88.15
0,19.9153,14.9365,20,10000,-67,88.15
1,13.4049,17.2699,-56.75,35.6,-67,88.15
0,19.9153,14.9365,20,10000,-68,88.15
1,13.4049,17.2699,-56.75,35.6,-68,88.15
0,19.9153,14.9365,20,10000,-69,88.15
1,13.4049,17.2699,-56.75,35.6,-69,88.15
0,19.9153,14.9365,20,10000,-70,88.15
1,13.4049,17.2699,-56.75,35.6,-70,88.15
0,19.9153,14.9365,20,10000,-71,88.15
1,13.4049,17.2699,-56.75,35.6,-71,88.15
0,19.9153,14.9365,20,10000,-72,88.15
1,13.4049,17.2699,-56.75,35.6,-72,88.15
0,19.9153,14.9365,20,10000,-73,88.15
1,13.4049,17.2699,-56.75,35.6,-73,88.15
0,19.9153,14.9365,20,10000,-74,88.15
1,13.4049,17.2699,-56.75,35.6,-74,88.15
0,19.9153,14.9365,20,10000,-75,88.15
1,13.4049,17.2699,-56.75,35.6,-75,88.15
0,19.9153,14.9365,20,10000,-76,88.15
1,13.4049,17.2699,-56.75,35.6,-76,88.15
0,19.9153,14.9365,20,10000,-77,88.15
1,13.4049,17.2699,-56.75,35.6,-77,88.15
0,19.9153,14.9365,20,10000,-78,88.15
1,13.4049,17.2699,-56.75,35.6,-78,88.15
0,19.9153,14.9365,20,10000,-79,88.15
1,13.4049,17.2699,-56.75,35.6,-79,88.15
0,19.9153,14.9365,20,10000,-80,88.15
1,13.4049,17.2699,-56.75,35.6,-80,88.15
0,19.9153,14.9365,20,10000,-81,88.15
1,13.4049,17.2699,-56.75,35.6,-81,88.15
0,19.9153,14.9365,20,10000,-82,88.15
1,13.4049,17.2699,-56.75,35.6,-82,88.15
0,62.8287,47.1215,20,10000,-62,9
1,70.3967,53.5947,-81.36,31.56,-62,9
0,62.8287,47.1215,20,10000,-63,28.56
1,70.3967,53.5947,-62.36,31.98,-63,28.56
0,62.8287,47.1215,20,10000,-64,28.56
1,70.3967,53.5947,-62.36,31.98,-64,28.56
0,62.8287,47.1215,20,10000,-65,28.56
1,70.3967,53.5947,-62.36,31.98,-65,28.56
0,62.8287,47.1215,20,10000,-66,28.56
1,70.3967,53.5947,-62.36,31.98,-66,28.56
0,62.8287,47.1215,20,10000,-67,28.56
1,70.3967,53.5947,-62.36,31.98,-67,28.56
0,62.8287,47.1215,20,10000,-68,28.56
1,70.3967,53.5947,-62.36,31.98,-68,28.56
0,62.8287,47.1215,20,10000,-69,28.56
1,70.3967,53.5947,-62.36,31.98,-69,28.56
0,62.8287,47.1215,20,10000,-70,28.56
1,70.3967,53.5947,-62.36,31.98,-70,28.56
0,62.8287,47.1215,20,10000,-71,28.56
1,70.3967,53.5947,-62.36,31.98,-71,28.56
0,62.8287,47.1215,20,10000,-72,28.56
1,70.3967,53.5947,-62.36,31.98,-72,28.56
0,62.8287,47.1215,20,10000,-73,28.56
1,70.3967,53.5947,-62.36,31.98,-73,28.56
0,62.8287,47.1215,20,10000,-74,28.56
1,70.3967,53.5947,-62.36,31.98,-74,28.56
0,62.8287,47.1215,20,10000,-75,28.56
1,70.3967,53.5947,-62.36,31.98,-75,28.56
0,62.8287,47.1215,20,10000,-76,28.56
1,70.3967,53.5947,-62.36,31.98,-76,28.56
0,62.8287,47.1215,20,10000,-77,28.56
1,70.3967,53.5947,-62.36,31.98,-77,28.56
0,62.8287,47.1215,20,10000,-78,28.56
1,70.3967,53.5947,-62.36,31.98,-78,28.56
0,62.8287,47.1215,20,10000,-79,28.56
1,70.3967,53.5947,-62.36,31.98,-79,28.56
0,62.8287,47.1215,20,10000,-80,28.56
1,70.3967,53.5947,-62.36,31.98,-80,28.56
0,62.8287,47.1215,20,10000,-81,28.56
1,70.3967,53.5947,-62.36,31.98,-81,28.56
0,62.8287,47.1215,20,10000,-82,28.56
1,70.3967,53.5947,-62.36,31.98,-82,28.56
0,1.3798,1.0349,20,10000,-62,99.26
1,3.405,6.167,-53.65,36.58,-62,99.26
0,1.3798,1.0349,20,10000,-63,99.26
1,3.405,6.167,-53.65,36.58,-63,99.26
0,1.3798,1.0349,20,10000,-64,99.26
1,3.405,6.167,-53.65,36.58,-64,99.26
0,1.3798,1.0349,20,10000,-65,99.26
1,3.405,6.167,-53.65,36.58,-65,99.26
0,1.3798,1.0349,20,10000,-66,99.26
1,3.405,6.167,-53.65,36.58,-66,99.26
0,1.3798,1.0349,20,10000,-67,99.26
1,3.405,6.167,-53.65,36.58,-67,99.26
0,1.3798,1.0349,20,10000,-68,99.26
1,3.405,6.167,-53.65,36.58,-68,99.26
0,1.3798,1.0349,20,10000,-69,99.26
1,3.405,6.167,-53.65,36.58,-69,99.26
0,1.3798,1.0349,20,10000,-70,99.26
1,3.405,6.167,-53.65,36.58,-70,99.26
0,1.3798,1.0349,20,10000,-71,99.26
1,3.405,6.167,-53.65,36.58,-71,99.26
0,1.3798,1.0349,20,10000,-72,99.26
1,3.405,6.167,-53.65,36.58,-72,99.26
0,1.3798,1.0349,20,10000,-73,99.26
1,3.405,6.167,-53.65,36.58,-73,99.26
0,1.3798,1.0349,20,10000,-74,99.26
1,3.405,6.167,-53.65,36.58,-74,99.26
0,1.3798,1.0349,20,10000,-75,99.26
1,3.405,6.167,-53.65,36.58,-75,99.26
0,1.3798,1.0349,20,10000,-76,99.26
1,3.405,6.167,-53.65,36.58,-76,99.26
0,1.3798,1.0349,20,10000,-77,99.26
1,3.405,6.167,-53.65,36.58,-77,99.26
0,1.3798,1.0349,20,10000,-78,99.26
1,3.405,6.167,-53.65,36.58,-78,99.26
0,1.3798,1.0349,20,10000,-79,99.26
1,3.405,6.167,-53.65,36.58,-79,99.26
0,1.3798,1.0349,20,10000,-80,99.26
1,3.405,6.167,-53.65,36.58,-80,99.26
0,1.3798,1.0349,20,10000,-81,99.26
1,3.405,6.167,-53.65,36.58,-81,99.26
0,1.3798,1.0349,20,10000,-82,99.26
1,3.405,6.167,-53.65,36.58,-82,99.26
0,20.2481,15.1861,20,10000,-62,35.76
1,14.0728,12.3586,-56.5,37.23,-62,35.76
0,20.2481,15.1861,20,10000,-63,13.02
1,14.0728,12.3586,-74.5,37.05,-63,13.02
0,20.2481,15.1861,20,10000,-64,13.06
1,14.0728,12.3586,-73.5,37.05,-64,13.06
0,20.2481,15.1861,20,10000,-65,13.06
1,14.0728,12.3586,-72.5,37.05,-65,13.06
0,20.2481,15.1861,20,10000,-66,4.26
1,14.0728,12.3586,-71.5,37.06,-66,4.26
0,20.2481,15.1861,20,10000,-67,42.54
1,14.0728,12.3586,-56.5,37.44,-67,42.54
0,20.2481,15.1861,20,10000,-68,42.54
1,14.0728,12.3586,-56.5,37.44,-68,42.54
0,20.2481,15.1861,20,10000,-69,42.54
1,14.0728,12.3586,-56.5,37.44,-69,42.54
0,20.2481,15.1861,20,10000,-70,42.54
1,14.0728,12.3586,-56.5,37.44,-70,42.54
0,20.2481,15.1861,20,10000,-71,42.54
1,14.0728,12.3586,-56.5,37.44,-71,42.54
0,20.2481,15.1861,20,10000,-72,42.54
1,14.0728,12.3586,-56.5,37.44,-72,42.54
0,20.2481,15.1861,20,10000,-73,42.54
1,14.0728,12.3586,-56.5,37.44,-73,42.54
0,20.2481,15.1861,20,10000,-74,42.54
1,14.0728,12.3586,-56.5,37.44,-74,42.54
0,20.2481,15.1861,20,10000,-75,42.54
1,14.0728,12.3586,-56.5,37.44,-75,42.54
0,20.2481,15.1861,20,10000,-76,42.54
1,14.0728,12.3586,-56.5,37.44,-76,42.54
0,20.2481,15.1861,20,10000,-77,42.54
1,14.0728,12.3586,-56.5,37.44,-77,42.54
0,20.2481,15.1861,20,10000,-78,42.54
1,14.0728,12.3586,-56.5,37.44,-78,42.54
0,20.2481,15.1861,20,10000,-79,42.54
1,14.0728,12.3586,-56.5,37.44,-79,42.54
0,20.2481,15.1861,20,10000,-80,42.54
1,14.0728,12.3586,-56.5,37.44,-80,42.54
0,20.2481,15.1861,20,10000,-81,42.54
1,14.0728,12.3586,-56.5,37.44,-81,42.54
0,20.2481,15.1861,20,10000,-82,42.54
1,14.0728,12.3586,-56.5,37.44,-82,42.54
0,6.1443,4.6082,20,10000,-62,79.3
1,8.7916,11.3789,-57.47,37.53,-62,79.3
0,6.1443,4.6082,20,10000,-63,79.3
1,8.7916,11.3789,-57.47,37.53,-63,79.3
0,6.1443,4.6082,20,10000,-64,79.3
1,8.7916,11.3789,-57.47,37.53,-64,79.3
0,6.1443,4.6082,20,10000,-65,79.3
1,8.7916,11.3789,-57.47,37.53,-65,79.3
0,6.1443,4.6082,20,10000,-66,79.3
1,8.7916,11.3789,-57.47,37.53,-66,79.3
0,6.1443,4.6082,20,10000,-67,79.3
1,8.7916,11.3789,-57.47,37.53,-67,79.3
0,6.1443,4.6082,20,10000,-68,79.3
1,8.7916,11.3789,-57.47,37.53,-68,79.3
0,6.1443,4.6082,20,10000,-69,79.3
1,8.7916,11.3789,-57.47,37.53,-69,79.3
0,6.1443,4.6082,20,10000,-70,79.3
1,8.7916,11.3789,-57.47,37.53,-70,79.3
0,6.1443,4.6082,20,10000,-71,79.3
1,8.7916,11.3789,-57.47,37.53,-71,79.3
0,6.1443,4.6082,20,10000,-72,79.3
1,8.7916,11.3789,-57.47,37.53,-72,79.3
0,6.1443,4.6082,20,10000,-73,79.3
1,8.7916,11.3789,-57.47,37.53,-73,79.3
0,6.1443,4.6082,20,10000,-74,79.3
1,8.7916,11.3789,-57.47,37.53,-74,79.3
0,6.1443,4.6082,20,10000,-75,79.3
1,8.7916,11.3789,-57.47,37.53,-75,79.3
0,6.1443,4.6082,20,10000,-76,79.3
1,8.7916,11.3789,-57.47,37.53,-76,79.3
0,6.1443,4.6082,20,10000,-77,79.3
1,8.7916,11.3789,-57.47,37.53,-77,79.3
0,6.1443,4.6082,20,10000,-78,79.3
1,8.7916,11.3789,-57.47,37.53,-78,79.3
0,6.1443,4.6082,20,10000,-79,79.3
1,8.7916,11.3789,-57.47,37.53,-79,79.3
0,6.1443,4.6082,20,10000,-80,79.3
1,8.7916,11.3789,-57.47,37.53,-80,79.3
0,6.1443,4.6082,20,10000,-81,79.3
1,8.7916,11.3789,-57.47,37.53,-81,79.3
0,6.1443,4.6082,20,10000,-82,79.3
1,8.7916,11.3789,-57.47,37.53,-82,79.3
0,2.0786,1.5589,20,10000,-62,44.05
1,-4.7655,1.9505,-56.63,17.73,-62,44.05
0,2.0786,1.5589,20,10000,-63,44.05
1,-4.7655,1.9505,-56.63,17.74,-63,44.05
0,2.0786,1.5589,20,10000,-64,44.05
1,-4.7655,1.9505,-56.63,17.74,-64,44.05
0,2.0786,1.5589,20,10000,-65,44.05
1,-4.7655,1.9505,-56.63,17.75,-65,44.05
0,2.0786,1.5589,20,10000,-66,44.05
1,-4.7655,1.9505,-56.63,17.76,-66,44.05
0,2.0786,1.5589,20,10000,-67,44.05
1,-4.7655,1.9505,-56.63,17.77,-67,44.05
0,2.0786,1.5589,20,10000,-68,43.39
1,-4.7655,1.9505,-56.63,12.85,-68,43.39
0,2.0786,1.5589,20,10000,-69,43.39
1,-4.7655,1.9505,-56.63,12.92,-69,43.39
0,2.0786,1.5589,20,10000,-70,43.39
1,-4.7655,1.9505,-56.63,13.01,-70,43.39
0,2.0786,1.5589,20,10000,-71,44.55
1,-4.7655,1.9505,-66.63,13.87,-71,44.55
0,2.0786,1.5589,20,10000,-72,46.45
1,-4.7655,1.9505,-56.63,14.61,-72,46.45
0,2.0786,1.5589,20,10000,-73,58.58
1,-4.7655,1.9505,-56.63,18.6,-73,58.58
0,2.0786,1.5589,20,10000,-74,46.52
1,-4.7655,1.9505,-56.63,23.55,-74,46.52
0,2.0786,1.5589,20,10000,-75,46.52
1,-4.7655,1.9505,-56.63,23.55,-75,46.52
0,2.0786,1.5589,20,10000,-76,46.52
1,-4.7655,1.9505,-56.63,23.55,-76,46.52
0,2.0786,1.5589,20,10000,-77,46.52
1,-4.7655,1.9505,-56.63,23.55,-77,46.52
0,2.0786,1.5589,20,10000,-78,46.52
1,-4.7655,1.9505,-56.63,23.55,-78,46.52
0,2.0786,1.5589,20,10000,-79,46.52
1,-4.7655,1.9505,-56.63,23.55,-79,46.52
0,2.0786,1.5589,20,10000,-80,46.52
1,-4.7655,1.9505,-56.63,23.55,-80,46.52
0,2.0786,1.5589,20,10000,-81,48.74
1,-4.7655,1.9505,-56.63,23.55,-81,48.74
0,2.0786,1.5589,20,10000,-82,48.74
